City,State Abbreviation,total_listings
Millburn,NJ,1
Millbury,MA,15
Millcreek,UT,51
Milledgeville,GA,7
Miller Place,NY,4
Millers Creek,NC,2
Millersburg,OH,4
Millersport,OH,8
Millersville,MD,4
Millersville,PA,8
Millerton,PA,1
Millfield,OH,1
Milliken,CO,5
Millington,TN,4
Millinocket,ME,7
Millis,MA,3
Millport,NY,1
Mills,WY,2
Mills River,NC,24
Millsboro,DE,27
Millstone Township,NJ,3
Milltown,MT,1
Millville,CA,1
Millville,DE,19
Millville,MA,1
Millville,NJ,2
Millville,PA,2
Milpitas,CA,26
Milroy,PA,2
Milton,DE,25
Milton,FL,26
Milton,MA,28
Milton,NH,4
Milton,PA,4
Milton,VT,28
Milton,WA,6
Milton Mills,NH,1
Milton Village,MA,1
Miltona,MN,1
Milwaukee,WI,586
Milwaukie,OR,70
Mims,FL,2
Minatare,NE,1
Minburn,IA,1
Minden,LA,3
Minden,NV,16
Mineola,NY,2
Mineola,TX,2
Mineral,VA,6
Mineral Bluff,GA,2
Mineral Point,WI,2
Mineral Springs,NC,1
Mineral Wells,TX,3
Minersville,PA,1
Mineville,NY,2
Minneola,FL,9
Minnetonka,MN,17
Minoa,NY,1
Minocqua,WI,20
Minooka,IL,3
Minot,ME,2
Minot,ND,30
Minster,OH,1
Mint Hill,NC,7
Minturn,CO,2
Mira Loma,CA,4
Miramar,FL,64
Miramar Beach,FL,58
Miromar Lakes,FL,2
Mirror Lake,NH,2
Mishawaka,IN,29
Mission,KS,16
Mission,TX,17
Mission Hills,CA,10
Mission Viejo,CA,51
Missouri City,TX,31
Mitchell,SD,11
Moab,UT,13
Moberly,MO,1
Mobile,AL,112
Mobridge,SD,1
Mocksville,NC,5
Moclips,WA,1
Modena,NY,1
Modesto,CA,333
Modoc,SC,1
Moffat,CO,1
Mogadore,OH,3
Mohave Valley,AZ,5
Mohawk,NY,2
Mohegan Lake,NY,3
Mohnton,PA,5
Moira,NY,1
Mojave,CA,1
Mokelumne Hill,CA,6
Mokena,IL,1
Molalla,OR,2
Moline,IL,25
Monaca,PA,3
Moncks Corner,SC,16
Moncure,NC,1
Mondovi,WI,3
Monee,IL,3
Moneta,VA,10
Monett,MO,1
Mongaup Valley,NY,1
Monitor,WA,2
Monkton,MD,2
Monkton,VT,7
Monmouth,ME,1
Monmouth,OR,4
Monmouth Beach,NJ,3
Monmouth Junction,NJ,2
Monona,IA,1
Monona,WI,2
Monroe,CT,5
Monroe,GA,11
Monroe,LA,19
Monroe,ME,3
Monroe,MI,7
Monroe,NC,27
Monroe,NY,7
Monroe,OH,4
Monroe,WA,15
Monroe,WI,5
Monroe City,MO,4
Monroe Township,NJ,1
Monroeville,AL,1
Monroeville,PA,5
Monrovia,CA,22
Monrovia,MD,1
Monson,ME,1
Mont Belvieu,TX,1
Montague,CA,11
Montague,MA,2
Montague,MI,7
Montague,NJ,1
Montara,CA,6
Montauk,NY,1
Montcalm,WV,1
Montclair,CA,11
Montclair,NJ,14
Montclair,VA,3
Monte Rio,CA,7
Monte Vista,CO,4
Monteagle,TN,2
Montebello,CA,12
Montello,WI,2
Monterey,CA,116
Monterey,MA,2
Monterey,TN,1
Monterey Park,CA,24
Montesano,WA,1
Montevideo,MN,3
Montgomery,AL,237
Montgomery,IL,5
Montgomery,NY,3
Montgomery,PA,3
Montgomery,TX,52
Montgomery,VT,1
Montgomery Center,VT,2
Montgomery City,MO,1
Montgomery Village,MD,6
Monticello,AR,1
Monticello,FL,2
Monticello,GA,2
Monticello,IN,11
Monticello,KY,3
Monticello,ME,1
Monticello,MN,1
Monticello,NY,3
Monticello,WI,1
Montour Falls,NY,6
Montoursville,PA,1
Montpelier,IN,1
Montpelier,VA,1
Montpelier,VT,39
Montrose,CA,3
Montrose,CO,114
Montrose,MN,1
Montrose,NY,1
Montross,VA,1
Montvale,VA,1
Montverde,FL,2
Montville,CT,1
Montville,NJ,6
Monument,CO,35
Moody,AL,2
Moody,TX,3
Mooers Forks,NY,1
Moore,OK,13
Moore,SC,8
Moores Hill,IN,1
Moorestown,NJ,5
Mooresville,NC,71
Mooreville,MS,1
Moorhead,MN,19
Mooringsport,LA,1
Moorpark,CA,14
Moose Lake,MN,7
Moosic,PA,3
Mora,MN,3
Moraga,CA,10
Moraine,OH,2
Moravia,IA,1
Morehead,KY,1
Morehead City,NC,38
Moreno Valley,CA,166
Moretown,VT,1
Morgan,UT,2
Morgan,VT,1
Morgan City,LA,5
Morgan Hill,CA,46
Morganfield,KY,2
Morganton,GA,3
Morganton,NC,46
Morgantown,IN,2
Morgantown,WV,145
Morganville,NJ,1
Morongo Valley,CA,15
Morrilton,AR,2
Morris,AL,1
Morris,CT,1
Morris,IL,2
Morris Plains,NJ,3
Morrison,CO,22
Morrison,TN,1
Morrisonville,NY,7
Morriston,FL,2
Morristown,AZ,3
Morristown,NJ,15
Morristown,TN,14
Morristown,VT,5
Morrisville,MO,1
Morrisville,NC,19
Morrisville,PA,4
Morrisville,VT,31
Morrow,GA,8
Morton,IL,8
Morton,MS,1
Morton,WA,2
Morton Grove,IL,4
Moscow,ID,23
Moscow,PA,3
Moseley,VA,5
Moses Lake,WA,59
Mosheim,TN,1
Mosier,OR,8
Mosinee,WI,9
Moss Beach,CA,5
Moss Point,MS,6
Mossyrock,WA,15
Motley,MN,1
Moultonborough,NH,6
Moultrie,GA,1
Mound,MN,6
Mound City,MO,1
Mounds,OK,1
Moundsville,WV,3
Mount Airy,GA,2
Mount Airy,MD,2
Mount Airy,NC,20
Mount Angel,OR,4
Mount Arlington,NJ,3
Mount Bethel,PA,1
Mount Carmel,IL,1
Mount Carmel,PA,1
Mount Carroll,IL,2
Mount Clemens,MI,9
Mount Crawford,VA,4
Mount Desert,ME,7
Mount Dora,FL,33
Mount Gilead,NC,3
Mount Gilead,OH,4
Mount Gretna,PA,2
Mount Hermon,CA,1
Mount Holly,NC,17
Mount Holly,NJ,4
Mount Holly,VT,1
Mount Hood Parkdale,OR,4
Mount Hope,WV,3
Mount Horeb,WI,3
Mount Jackson,VA,3
Mount Joy,PA,8
Mount Juliet,TN,24
Mount Kisco,NY,2
Mount Laguna,CA,1
Mount Laurel,NJ,8
Mount Nebo,WV,1
Mount Olive,NC,2
Mount Olivet,KY,1
Mount Pleasant,IA,3
Mount Pleasant,MI,3
Mount Pleasant,PA,2
Mount Pleasant,SC,170
Mount Pleasant,TN,1
Mount Pleasant,UT,1
Mount Pleasant,WI,8
Mount Pocono,PA,4
Mount Prospect,IL,3
Mount Rainier,MD,9
Mount Royal,NJ,1
Mount Shasta,CA,32
Mount Sidney,VA,1
Mount Sinai,NY,5
Mount Sterling,IL,1
Mount Sterling,KY,1
Mount Storm,WV,1
Mount Union,PA,1
Mount Vernon,IA,4
Mount Vernon,IL,13
Mount Vernon,KY,1
Mount Vernon,ME,3
Mount Vernon,NY,43
Mount Vernon,OH,18
Mount Vernon,TX,1
Mount Vernon,WA,78
Mount Vision,NY,1
Mount Washington,KY,3
Mountain Center,CA,1
Mountain City,TN,1
Mountain Green,UT,4
Mountain Grove,MO,1
Mountain Home,AR,6
Mountain Home,ID,17
Mountain House,CA,1
Mountain Lakes,NJ,1
Mountain Ranch,CA,2
Mountain View,AR,1
Mountain View,HI,10
Mountainhome,PA,1
Mountlake Terrace,WA,17
Mouth Of Wilson,VA,1
Moxee,WA,1
Moyock,NC,3
Mt Pleasant,SC,1
Mukilteo,WA,26
Mukwonago,WI,3
Mulberry,FL,10
Mulga,AL,1
Mulino,OR,1
Mullan,ID,1
Mullica Hill,NJ,1
Mulvane,KS,1
Muncie,IN,38
Muncy,PA,1
Mundelein,IL,4
Munds Park,AZ,8
Munford,TN,1
Munfordville,KY,1
Munhall,PA,5
Munising,MI,2
Munnsville,NY,1
Munroe Falls,OH,1
Munster,IN,9
Murfreesboro,NC,1
Murfreesboro,TN,129
Murphy,NC,12
Murphy,TX,5
Murphys,CA,7
Murphysboro,IL,8
Murray,KY,2
Murray,UT,46
Murrayville,GA,3
Murrayville,IL,1
Murrells Inlet,SC,67
Murrieta,CA,140
Murrysville,PA,2
Muscatine,IA,2
Muscle Shoals,AL,4
Muscoda,WI,2
Muskego,WI,4
Muskegon,MI,81
Muskogee,OK,12
Mustang,OK,2
Myerstown,PA,4
Myersville,MD,4
Myrtle Beach,SC,533
Myrtle Creek,OR,6
Myrtle Point,OR,3
Mystic,CT,47
Naalehu,HI,11
Naches,WA,4
Nacogdoches,TX,19
Nags Head,NC,15
Nahant,MA,9
Nampa,ID,120
Nancy,KY,12
Nanticoke,PA,1
Nantucket,MA,8
Nanuet,NY,5
Napa,CA,228
Naperville,IL,22
Naples,FL,584
Naples,ID,2
Naples,ME,14
Naples,NY,3
Napoleon,MI,1
Napoleon,OH,1
Nappanee,IN,1
Narberth,PA,5
Narragansett,RI,43
Narrows,VA,1
Narrowsburg,NY,1
Narvon,PA,1
Nash,TX,1
Nashotah,WI,2
Nashport,OH,1
Nashua,NH,61
Nashville,IN,4
Nashville,NC,7
Nassau,NY,4
Nassau Bay,TX,8
Natchez,MS,10
Natchitoches,LA,4
Nathalie,VA,1
Nathrop,CO,1
Natick,MA,16
National City,CA,34
National City,MI,1
Natrona Heights,PA,2
Natural Bridge,NY,1
Natural Bridge,VA,2
Natural Bridge Station,VA,1
Naugatuck,CT,10
Navarre,FL,74
Navarre,MN,1
Naylor,GA,2
Neavitt,MD,1
Nebo,NC,5
Nebraska City,NE,1
Necedah,WI,2
Nederland,CO,1
Nederland,TX,7
Needham,IN,1
Needham,MA,2
Needham Heights,MA,1
Needles,CA,2
Neenah,WI,42
Negaunee,MI,7
Nehalem,OR,8
Neillsville,WI,9
Nekoosa,WI,11
Nellysford,VA,3
Nelson,NH,3
Nelsonville,OH,1
Nemo,TX,1
Neoga,IL,1
Neosho,MO,4
Neosho,WI,1
Neotsu,OR,4
Nephi,UT,1
Neptune,NJ,28
Neptune Beach,FL,14
Nesbit,MS,2
Nesconset,NY,3
Nescopeck,PA,5
Neskowin,OR,5
Nesquehoning,PA,2
Netarts,OR,8
Nettleton,MS,1
Nevada,MO,4
Nevada City,CA,46
New Albany,IN,51
New Albany,MS,3
New Albany,OH,5
New Baltimore,MI,2
New Bedford,MA,65
New Berlin,IL,2
New Berlin,NY,3
New Berlin,WI,4
New Bern,NC,111
New Boston,NH,3
New Braunfels,TX,139
New Brighton,MN,6
New Britain,CT,52
New Brunswick,NJ,33
New Buffalo,MI,6
New Canaan,CT,3
New Caney,TX,11
New Carlisle,OH,1
New Carrollton,MD,2
New Castle,CO,20
New Castle,DE,18
New Castle,IN,2
New Castle,NH,2
New Castle,PA,3
New Castle,VA,1
New City,NY,3
New Columbia,PA,5
New Concord,KY,1
New Cumberland,PA,8
New Cumberland,WV,1
New Deal,TX,2
New Eagle,PA,1
New Fairfield,CT,6
New Freedom,PA,1
New Glarus,WI,1
New Gloucester,ME,19
New Hampton,IA,1
New Hampton,NH,4
New Hampton,NY,1
New Harbor,ME,2
New Harmony,UT,1
New Hartford,CT,2
New Hartford,NY,6
New Haven,CT,221
New Haven,IL,1
New Haven,IN,3
New Haven,MO,1
New Haven,VT,8
New Hill,NC,2
New Holland,PA,2
New Holstein,WI,1
New Hope,MN,6
New Hope,PA,1
New Hyde Park,NY,1
New Iberia,LA,18
New Ipswich,NH,3
New Kensington,PA,9
New Kent,VA,7
New Kingston,NY,1
New Lebanon,NY,2
New Lenox,IL,1
New Lexington,OH,1
New Limerick,ME,1
New Lisbon,WI,2
New London,CT,36
New London,MN,3
New London,NC,8
New London,NH,12
New London,TX,1
New Market,AL,3
New Market,MD,2
New Market,TN,1
New Market,VA,3
New Martinsville,WV,2
New Meadows,ID,1
New Milford,CT,7
New Milford,NJ,2
New Oxford,PA,1
New Palestine,IN,1
New Paltz,NY,14
New Paris,PA,1
New Philadelphia,OH,3
New Philadelphia,PA,1
New Port Richey,FL,95
New Portland,ME,1
New Prague,MN,1
New Providence,NJ,1
New Providence,PA,2
New Richmond,OH,1
New Richmond,WI,1
New River,AZ,8
New Rochelle,NY,14
New Salem,ND,1
New Smyrna Beach,FL,93
New Tazewell,TN,1
New Tripoli,PA,1
New Ulm,MN,7
New Ulm,TX,1
New Vineyard,ME,1
New Waverly,TX,1
New Wilmington,PA,1
New Windsor,NY,5
New York Mills,NY,3
Newalla,OK,1
Newark,CA,38
Newark,DE,56
Newark,NJ,243
Newark,NY,4
Newark,OH,8
Newark,TX,1
Newark Valley,NY,1
Newaygo,MI,15
Newberg,OR,46
Newbern,TN,1
Newberry,FL,6
Newberry,IN,1
Newberry,MI,2
Newberry,SC,1
Newberry Springs,CA,2
Newburg,MD,1
Newburg,MO,2
Newburg,PA,1
Newburgh,IN,18
Newburgh,ME,1
Newburgh,NY,23
Newbury,MA,12
Newbury,NH,22
Newbury,VT,3
Newbury Park,CA,14
Newburyport,MA,26
Newcastle,CA,16
Newcastle,ME,7
Newcastle,NE,1
Newcastle,OK,1
Newcastle,WA,10
Newfane,VT,6
Newfield,NY,5
Newfields,NH,2
Newhall,CA,13
Newington,CT,17
Newington,NH,4
Newland,NC,4
Newman,CA,2
Newman Lake,WA,4
Newmanstown,PA,1
Newmarket,NH,3
Newnan,GA,50
Newport,KY,27
Newport,ME,8
Newport,MI,2
Newport,NC,15
Newport,NH,16
Newport,OR,72
Newport,PA,1
Newport,RI,56
Newport,TN,3
Newport,VA,1
Newport,VT,22
Newport,WA,5
Newport Center,VT,8
Newport Coast,CA,7
Newport News,VA,95
Newry,ME,6
Newry,SC,1
Newton,AL,1
Newton,GA,1
Newton,IA,3
Newton,KS,3
Newton,MA,26
Newton,NC,12
Newton,NH,2
Newton,NJ,1
Newton Center,MA,5
Newton Highlands,MA,1
Newton Upper Falls,MA,3
Newtonville,MA,6
Newtown,CT,5
Newtown,PA,6
Newtown Square,PA,2
Newville,AL,1
Niagara Falls,NY,32
Niantic,CT,19
Niantic,IL,1
Nice,CA,1
Niceville,FL,21
Nicholasville,KY,7
Nicholls,GA,1
Nichols,NY,1
Nicholson,GA,1
Nicholson,PA,1
Nicholville,NY,1
Niland,CA,1
Niles,IL,5
Niles,MI,14
Niles,OH,8
Nine Mile Falls,WA,4
Ninety Six,SC,4
Nineveh,IN,3
Nineveh,NY,1
Ninole,HI,3
Nipomo,CA,63
Nisswa,MN,1
Nitro,WV,6
Niwot,CO,6
Nixa,MO,7
Noble,OK,2
Nobleboro,ME,3
Noblesville,IN,28
Nobleton,FL,1
Noel,MO,1
Nogales,AZ,3
Nokesville,VA,5
Nokomis,FL,56
Nolan,TX,1
Nolensville,TN,7
Nome,AK,2
Nooksack,WA,2
Norco,CA,11
Norcross,GA,20
Nordland,WA,2
Norfolk,NE,20
Norfolk,NY,1
Norfolk,VA,481
Norlina,NC,5
Normal,IL,11
Normalville,PA,2
Norman,OK,52
Normandy Park,WA,10
Norridgewock,ME,1
Norristown,PA,7
North Adams,MA,22
North Andover,MA,7
North Anson,ME,2
North Arlington,NJ,6
North Attleboro,MA,5
North Augusta,SC,52
North Babylon,NY,2
North Bangor,NY,1
North Bay Village,FL,4
North Beach,MD,4
North Bend,OR,32
North Bend,WA,5
North Bergen,NJ,21
North Berwick,ME,9
North Bethesda,MD,9
North Billerica,MA,2
North Bonneville,WA,3
North Branch,MN,1
North Branch,NY,1
North Branford,CT,8
North Brookfield,MA,2
North Brunswick,NJ,11
North Canton,OH,9
North Charleston,SC,186
North Chelmsford,MA,5
North Chesterfield,VA,24
North Chicago,IL,5
North Chili,NY,2
North Clarendon,VT,6
North Collins,NY,1
North Conway,NH,12
North Dartmouth,MA,3
North East,MD,10
North East,PA,2
North Easton,MA,1
North Evans,NY,1
North Falmouth,MA,7
North Ferrisburgh,VT,3
North Fontana,CA,1
North Fork,CA,1
North Fort Myers,FL,82
North Franklin,CT,1
North Garden,VA,3
North Grafton,MA,2
North Greece,NY,1
North Hampton,NH,4
North Haven,CT,21
North Hero,VT,3
North Highlands,CA,5
North Hills,CA,35
North Kansas City,MO,5
North Kingstown,RI,20
North Lauderdale,FL,11
North Liberty,IA,55
North Lima,OH,1
North Little Rock,AR,48
North Mankato,MN,2
North Miami,FL,26
North Miami Beach,FL,31
North Myrtle Beach,SC,164
North Olmsted,OH,3
North Palm Beach,FL,36
North Palm Springs,CA,1
North Plains,OR,3
North Platte,NE,15
North Pole,AK,10
North Pomfret,VT,5
North Port,FL,69
North Potomac,MD,4
North Pownal,VT,1
North Providence,RI,27
North Reading,MA,7
North Redington Beach,FL,2
North Richland Hills,TX,22
North Ridgeville,OH,2
North Rose,NY,2
North Royalton,OH,3
North Salt Lake,UT,13
North San Juan,CA,1
North Scituate,RI,1
North Sioux City,SD,3
North Smithfield,RI,1
North Springfield,VT,1
North Stonington,CT,4
North Street,MI,1
North Tazewell,VA,1
North Tonawanda,NY,12
North Topsail Beach,NC,17
North Troy,VT,1
North Vernon,IN,1
North Versailles,PA,3
North Wales,PA,1
North Waltham,MA,1
North Waterboro,ME,2
North Webster,IN,1
North Weymouth,MA,2
North Wilkesboro,NC,5
North Woodstock,NH,1
North Yarmouth,ME,7
Northampton,MA,13
Northampton,PA,2
Northborough,MA,6
Northbridge,MA,2
Northbrook,IL,2
Northeast Harbor,ME,1
Northfield,MA,4
Northfield,NH,4
Northfield,NJ,1
Northfield,OH,5
Northfield,VT,16
Northfield Falls,VT,8
Northford,CT,2
Northglenn,CO,28
Northlake,TX,2
Northport,AL,19
Northport,ME,11
Northport,MI,1
Northport,NY,2
Northport,WA,1
Northridge,CA,84
Northumberland,PA,7
Northville,MI,7
Northwood,NH,8
Northwood,OH,1
Norton,MA,5
Norton,VA,2
Norton Shores,MI,9
Norwalk,CA,27
Norwalk,CT,28
Norwalk,IA,6
Norwalk,OH,3
Norway,ME,13
Norway,MI,2
Norway,SC,1
Norwell,MA,3
Norwich,CT,34
Norwich,NY,10
Norwich,VT,7
Norwood,MA,8
Norwood,NC,2
Norwood Young America,MN,1
Nottingham,MD,4
Nottingham,NH,4
Novato,CA,84
Novelty,OH,2
Novi,MI,16
Novinger,MO,1
Nuevo,CA,3
Nunica,MI,2
Nunn,CO,3
Nutley,NJ,4
Nyack,NY,11
O Brien,OR,1
O Fallon,IL,19
O Fallon,MO,12
Oahu,HI,3
Oak Bluffs,MA,9
Oak Creek,CO,1
Oak Creek,WI,9
Oak Forest,IL,4
Oak Grove,KY,6
Oak Grove,MN,2
Oak Grove,MO,1
Oak Grove,OR,6
Oak Harbor,OH,2
Oak Harbor,WA,21
Oak Hill,FL,1
Oak Hill,WV,6
Oak Island,NC,49
Oak Lawn,IL,15
Oak Park,CA,13
Oak Park,IL,61
Oak Park,MI,11
Oak Point,TX,2
Oak Ridge,NC,3
Oak Ridge,TN,31
Oak Run,CA,1
Oak View,CA,14
Oakdale,CA,22
Oakdale,CT,1
Oakdale,MN,2
Oakdale,NY,1
Oakham,MA,1
Oakhurst,CA,12
Oakhurst,NJ,4
Oakland,FL,2
Oakland,MD,5
Oakland,ME,16
Oakland,MI,2
Oakland,NJ,1
Oakland,OR,2
Oakland,TN,2
Oakland Park,FL,50
Oakley,CA,34
Oaklyn,NJ,3
Oakmont,PA,4
Oakridge,OR,2
Oakton,VA,9
Oakville,CT,1
Oakwood,GA,7
Oakwood,OH,1
Obion,TN,1
Oblong,IL,1
Ocala,FL,169
Occidental,CA,5
Occoquan,VA,1
Ocean Bluff,MA,1
Ocean City,MD,72
Ocean City,NJ,31
Ocean Gate,NJ,1
Ocean Grove,NJ,21
Ocean Isle Beach,NC,16
Ocean Park,ME,5
Ocean Park,WA,12
Ocean Pines,MD,3
Ocean Ridge,FL,1
Ocean Shores,WA,21
Ocean Springs,MS,49
Ocean View,DE,23
Ocean View,HI,2
Oceano,CA,24
Oceanport,NJ,3
Oceanside,CA,330
Oceanside,NY,5
Oceanside,OR,4
Ocklawaha,FL,6
Ocoee,FL,36
Oconomowoc,WI,21
Oconto,WI,1
Odenton,MD,16
Odessa,FL,12
Odessa,TX,32
Odessa,WA,1
Ogallala,NE,4
Ogden,IA,1
Ogden,UT,111
Ogdensburg,NY,5
Ogunquit,ME,20
Ohio City,OH,4
Ojai,CA,30
Okahumpka,FL,6
Okaloosa Island,FL,2
Okanogan,WA,1
Okatie,SC,1
Okeechobee,FL,5
Okemos,MI,7
Olalla,WA,6
Olathe,CO,9
Olathe,KS,26
Old Bridge,NJ,3
Old Forge,PA,9
Old Fort,NC,6
Old Greenwich,CT,2
Old Hickory,TN,32
Old Lyme,CT,8
Old Saybrook,CT,8
Old Town,FL,1
Old Town,ME,20
Oldsmar,FL,8
Oldtown,ID,2
Olean,NY,15
Oley,PA,1
Olin,NC,1
Olive Branch,MS,14
Olivehurst,CA,8
Oliver Springs,TN,1
Olivet,MI,1
Olivia,MN,1
Olmsted Falls,OH,3
Olney,IL,2
Olney,MD,6
Olympia,WA,265
Olympic Valley,CA,3
Olyphant,PA,1
Omaha,AR,1
Omak,WA,4
Omro,WI,5
Ona,WV,1
Onalaska,TX,1
Onalaska,WA,2
Onalaska,WI,5
Onamia,MN,5
Onancock,VA,9
Oneida,NY,1
Oneida,WI,1
Oneill,NE,1
Onekama,MI,3
Onley,VA,1
Onset,MA,23
Ontario,CA,63
Ontario,NY,1
Ontario,OH,3
Ontario,OR,1
Ontario,WI,1
Oologah,OK,2
Ooltewah,TN,13
Oostburg,WI,2
Opa Locka,FL,4
Opelika,AL,13
Opelousas,LA,2
Ophiem,IL,2
Ophir,CO,1
Orange,CT,7
Orange,MA,1
Orange,NJ,10
Orange,TX,4
Orange,VA,5
Orange Beach,AL,25
Orange City,FL,13
Orange City,IA,2
Orange Park,FL,33
Orangeburg,NY,2
Orangeburg,SC,17
Orangevale,CA,40
Orangeville,IL,1
Orangeville,PA,3
Orcas,WA,1
Orchard Park,NY,8
Orcutt,CA,23
Ore City,TX,1
Orefield,PA,1
Oregon,IL,1
Oregon,OH,4
Oregon,WI,8
Oregon City,OR,60
Orem,UT,42
Orford,NH,14
Oriental,NC,1
Orland,CA,3
Orland,ME,7
Orland Park,IL,8
Orlean,VA,1
Orleans,IN,1
Orleans,MA,6
Orleans,VT,4
Ormond Beach,FL,138
Oro Valley,AZ,43
Orondo,WA,3
Orono,ME,9
Oroville,CA,49
Oroville,WA,2
Orrington,ME,22
Orrs Island,ME,4
Orting,WA,6
Ortonville,MI,5
Ortonville,MN,1
Orwigsburg,PA,5
Osage,WV,1
Osage Beach,MO,79
Osawatomie,KS,1
Osceola,AR,1
Osceola,IA,1
Osceola,IN,3
Osceola,MO,1
Osceola,WI,1
Oscoda,MI,4
Oshkosh,WI,60
Oskaloosa,IA,6
Osprey,FL,7
Osseo,MN,1
Ossian,IA,1
Ossineke,MI,1
Ossining,NY,4
Ossipee,NH,2
Osteen,FL,1
Osterville,MA,12
Oswego,IL,4
Oswego,NY,8
Otego,NY,4
Othello,WA,6
Otis,MA,1
Otis,ME,3
Otis,OR,3
Otis Orchards,WA,4
Otisfield,ME,1
Otsego,MI,2
Otsego,MN,2
Ottawa,IL,9
Ottawa,KS,2
Ottawa,OH,1
Otter Rock,OR,3
Ottertail,MN,1
Otto,NC,1
Ottumwa,IA,12
Ouaquaga,NY,1
Ouray,CO,3
Outing,MN,1
Overgaard,AZ,1
Overland Park,KS,84
Overlea,MD,1
Overton,TX,1
Ovid,MI,1
Oviedo,FL,15
Owasso,OK,7
Owatonna,MN,1
Owego,NY,5
Owens Cross Roads,AL,2
Owensboro,KY,24
Owensburg,IN,1
Owings,MD,1
Owings Mills,MD,26
Owingsville,KY,1
Owls Head,ME,11
Owosso,MI,4
Oxford,AL,3
Oxford,CT,8
Oxford,FL,2
Oxford,GA,8
Oxford,MA,4
Oxford,MD,1
Oxford,ME,7
Oxford,MI,3
Oxford,MS,17
Oxford,NC,4
Oxford,NY,5
Oxford,OH,1
Oxford,WI,2
Oxnard,CA,168
Oxon Hill,MD,46
Oyster Bay,NY,1
Oyster Creek,TX,1
Ozark,AL,6
Ozark,AR,2
Ozark,IL,1
Ozark,MO,16
Ozawkie,KS,2
Ozone Park,NY,8
Paauilo,HI,3
Pablo,MT,1
Pace,FL,6
Pacheco,CA,2
Pacific,MO,3
Pacific,WA,3
Pacific Beach,WA,2
Pacific City,OR,11
Pacific Grove,CA,66
Pacific Palisades,CA,9
Pacifica,CA,77
Packwood,WA,1
Pacoima,CA,7
Paden,OK,1
Paducah,KY,40
Page,AZ,11
Pagedale,MO,1
Pagosa Springs,CO,41
Pahala,HI,2
Pahoa,HI,41
Pahrump,NV,20
Paia,HI,11
Paige,TX,1
Painesville,OH,7
Painted Post,NY,5
Paintsville,KY,7
Pala,CA,1
Palacios,TX,2
Palatine,IL,6
Palatka,FL,8
Palermo,ME,2
Palestine,TX,5
Palisade,CO,27
Palisades Park,NJ,1
Palm Bay,FL,121
Palm Beach,FL,10
Palm Beach Gardens,FL,71
Palm Beach Shores,FL,3
Palm City,FL,21
Palm Coast,FL,105
Palm Desert,CA,413
Palm Harbor,FL,57
Palm Springs,FL,3
Palmdale,CA,85
Palmer,AK,72
Palmer,MA,9
Palmer,TX,2
Palmer Lake,CO,9
Palmetto,FL,51
Palmetto,GA,2
Palmyra,IL,1
Palmyra,MO,6
Palmyra,NE,2
Palmyra,NJ,2
Palmyra,NY,6
Palmyra,PA,13
Palmyra,VA,12
Palmyra,WI,1
Palo,IA,1
Palo Alto,CA,84
Palo Cedro,CA,4
Palo Verde,CA,1
Palos Heights,IL,2
Palos Hills,IL,4
Palos Park,IL,4
Palos Verdes Peninsula,CA,13
Pampa,TX,2
Pamplin,VA,2
Panora,IA,1
Panorama City,CA,18
Paonia,CO,3
Papaaloa,HI,1
Papaikou,HI,16
Papillion,NE,8
Parachute,CO,1
Paradise,TX,1
Paradise,UT,1
Paradise Valley,AZ,20
Paragould,AR,1
Paramount,CA,10
Paramus,NJ,4
Pardeeville,WI,1
Paris,KY,4
Paris,ME,1
Paris,MO,2
Paris,TN,3
Paris,TX,7
Park City,KS,2
Park City,MT,1
Park Falls,WI,4
Park Forest,IL,2
Park Hill,OK,8
Park Hills,MO,3
Park Rapids,MN,8
Park Ridge,IL,1
Parker,AZ,11
Parker,CO,123
Parker,SD,1
Parker Dam,CA,1
Parkersburg,WV,24
Parkhill,PA,2
Parkland,FL,8
Parks,AZ,2
Parksville,NY,2
Parkton,MD,1
Parkton,NC,3
Parkville,MD,16
Parkville,MO,12
Parlier,CA,1
Parlin,NJ,1
Parma,OH,16
Parma Heights,OH,5
Parrish,FL,24
Parrott,VA,1
Parryville,PA,1
Parsippany,NJ,3
Parsons,TN,1
Parsonsburg,MD,2
Partlow,VA,2
Pasadena,MD,16
Pasadena,TX,11
Pascagoula,MS,2
Pasco,WA,58
Pascoag,RI,2
Paso Robles,CA,107
Pass Christian,MS,6
Passaic,NJ,2
Patagonia,AZ,1
Pataskala,OH,6
Patchogue,NY,11
Pateros,WA,1
Paterson,NJ,10
Patten,ME,1
Patterson,CA,6
Patterson,LA,1
Patterson,NY,1
Paul Smiths,NY,1
Paulden,AZ,1
Paulding,OH,2
Pauma Valley,CA,1
Paupack,PA,1
Pavo,GA,1
Paw Paw,MI,5
Pawcatuck,CT,6
Pawlet,VT,1
Pawleys Island,SC,15
Pawling,NY,1
Pawtucket,RI,31
Paxinos,PA,1
Payette,ID,3
Payson,AZ,28
Payson,IL,1
Payson,UT,9
Pea Ridge,AR,2
Peabody,MA,15
Peacham,VT,2
Peachtree City,GA,19
Peachtree Corners,GA,13
Peaks Island,ME,5
Peapack,NJ,2
Pearce,AZ,1
Pearcy,AR,2
Pearisburg,VA,2
Pearl,MS,1
Pearl City,HI,13
Pearl River,LA,2
Pearl River,NY,2
Pearland,TX,31
Pearlington,MS,1
Pebble Beach,CA,11
